Noun,Verb,Adjective,Exclamation 
하버드대,닮아서,,
기부,까면,,
입학,깔수록,,
기부,나오네,,
입학,데려가나,,
말함,하겠군,,
자본주의,써,,
사회,먹을,,
돈,가고,,
명예,했길래,,
위해,낳아,,
기부,기른다네,,
입학,쓰겠나,,
것,돌아다니는데,,
안함,하면,,
한국,됨,,
진자,받는,,
입학,해서,,
구라,바로잡아야,,
치,한다,,
것임,밝힌,,
한국,전해졌다,,
비정상,만나,,
사회인,해,,
것,했다,,
못,해서는,,
때문,나도,,
임,가서,,
자본주의,나고,,
사회,해서,,
부자,인정받은,,
존경,했다,,
한국,났단다,,
욕,하러,,
것임,다니느라,,
꿀,살았잖아,,
머좀,봐줘라,,
형편,나오고,,
승마,해서,,
종목,까발려진,,
증거,해주는거냐,,
아이,탄다고,,
죄,타느라고,,
잘못,한다,,
후원,참,,
기업,사는,,
삼성,타는데,,
불매운동,하니,,
래야,받네,,
기업,시켜,,
권력,모르는,,
돈,알수가,,
일이,만들면,,
요,보고있는,,
결석,용기있게,,
현실,나서서,,
중간,나도,,
자동,된다,,
필터,탄게,,
링,가봐,,
결석,들어가라,,
줄,할텐데,,
가관,뒤집어야,,
중졸,다시는,,
검정고시,나온다,,
합격,감사해서,,
취소,해라,,
아,웃긴다,,
쥬,쓰면서,,
애,숨어서,,
그냥,키우면서,,
돈,숨어있을라면,,
무슨,조심해라,,
씨,보는,,
바,허겠구만,,
파도,식으면,,
파도,먹으면,,
계속,헐텐데,,
무당,해봐라,,
집안,하는,,
주제,놀랄,,
법,지,,
따위,어린것이,,
개무시,쳐도,,
귀족,사는거여,,
마냥,어린,,
구,붙어,,
기,낳은,,
공개처형,뭐라고,,
승마,해,,
혼자,해라,,
머,드셨지,,
말,않은가,,
말,지,,
그냥,들,,
학교,당기고,,
수준,먹는구만,,
중졸,다투어,,
군대,했으니,,
면제,돌아,,
걸레,가겠나,,
김연아,시켜,,
시험,잡으시소,,
보고,가졌으면,,
고등학교,떴나,,
수업,봐,,
자체,까지내,,
문제,갈,,
쓰레기,나갔다고,,
소각,했다,,
모범생,뺀질,,
마음씨,잡아다가,,
돈,해야,,
자랑,믿지말고,,
허세,키우지는,,
그게,않는데,,
치명,키우는,,
단점,시켰어야지,,
돈,보내고,,
부모,들어갈,,
낄낄,했지,,
나라꼬,되는,,
별로,크지는,,
법인세,않았을,,
부가세,주고,,
올린다,줬지만,,
완전,일듯,,
개또,되도록,,
라이,만들어,,
김연아,버린,,
시험,하려고,,
보고,하는,,
고등학교,욕먹이고,,
수업,먹,,
자체,먹해,,
문제,하는,,
사진,되네,,
처럼,나왔다고,,
보이드,하지도,,
초반,말아야겠다,,
맞춤법,말이아니구만,,
보,키우고,,
초,다녀,,
최,다녀,,
실,봐야,,
홈스쿨링,되나,,
딸,갔어,,
고생,됐다,,
김연아,하고있어,,
고등학교,즐겼던,,
수업,할수,,
자체,할수,,
문제,해야,,
난,한다,,
얘,봐도,,
최소,까도,,
유라,까도,,
말,나오네,,
고생,없어질,,
했넹,까러,,
이화여대,참,,
유라,듣는것도,,
제적,참,,
말,했다는건,,
명예,만들어있다는,,
입학,찾으면,,
고,풀리겠지,,
때,대,,
임신,찾아야,,
문제,할텐디,,
출산,낳으러,,
및,갔나,,
산후조리,헐러,,
기간,,,
합리,,,
의심,,,
제기,,,
바,,,
만약,,,
언론,,,
매체,,,
통해,,,
것,,,
겹,,,
동일,,,
기간,,,
대해,,,
국제,,,
경기,,,
출전,,,
사유,,,
를,,,
학부,,,
제출,,,
것,,,
이화여대,,,
미세,,,
스,,,
정,,,
독일,,,
현지,,,
표현,,,
합리,,,
처리,,,
통해,,,
밑바닥,,,
위신,,,
만회,,,
수,,,
것,,,
승마,,,
협회,,,
눈,,,
안보,,,
종북,,,
몰이,,,
메스,,,
컴,,,
그렇케,,,
지시,,,
대한민국,,,
개,,,
돼지,,,
도대체,,,
얘,,,
개돼지,,,
졸업,,,
겡찰,,,
뭐,,,
하나,,,
법질서,,,
빙자,,,
실,,,
얘기,,,
좀,,,
갱찰,,,
내,,,
개헌,,,
년,,,
지시,,,
사항,,,
양파,,,
매력,,,
덩어리,,,
또,,,
욕,,,
낯짝,,,
보수,,,
여당,,,
쫌,,,
좌,,,
쓰레기,,,
언론,,,
살기,,,
끝,,,
물,,,
주말,,,
달,,,
일주일,,,
학,,,
예기,,,
썅,,,
연중,,,
개썅,,,
세,,,
박근혜,,,
어른,,,
이면,,,
이정희,,,
초딩,,,
시절,,,
왕족,,,
교육,,,
박근혜,,,
눈,,,
이정희,,,
서울대학교,,,
리더쉽,,,
초딩,,,
이,,,
일도,,,
처음,,,
감각,,,
최,,,
실,,,
딸,,,
꼭,,,
날,,,
날,,,
결석,,,
공결,,,
것,,,
정,,,
유라,,,
잘못,,,
환경,,,
준,,,
그,,,
엄,,,
최,,,
실,,,
정말,,,
사람,,,
때문,,,
예체능,,,
특기,,,
생,,,
덩달아,,,
정유,,,
졸라,,,
명치,,,
승마,,,
짝,,,
폐,,,
양산,,,
경기,,,
자체,,,
지구,,,
퇴,,,
출시,,,
함,,,
유라,,,
공주,,,
운전기사,,,
댓글알바,,,
사봉,,,
공,,,
견마지로,,,
생각,,,
얘,,,
대체,,,
데,,,
뭐,,,
비리,,,
그것,,,
세력,,,
나,,,
제갈량,,,
능력,,,
흙,,,
수저,,,
백수,,,
쟈,,,
데,,,
말,,,
타고,,,
팔자,,,
사나,,,
댓글,,,
얘,,,
그냥,,,
돌대가리,,,
돈,,,
권력,,,
멋대로,,,
부,,,
로움,,,
역시,,,
헬조센,,,
다이아,,,
수저,,,
일상,,,
알,,,
신기,,,
방기,,,
뭐,,,
냔,,,
난리,,,
스,,,
딸,,,
대통령,,,
박근혜,,,
이름,,,
더,,,
이상,,,
식,,,
개헌,,,
결사,,,
반대,,,
학교,,,
얄,,,
음악실,,,
실내,,,
화로,,,
선생님,,,
싸대기,,,
껀디,,,
시골,,,
촌,,,
동네,,,
학교,,,
거,,,
결석,,,
뒤,,,
년,,,
챙,,,
피해,,,
년,,,
애,,,
진짜,,,
아이템,,,
흐지부지,,,
관심,,,
부정,,,
입학,,,
부정,,,
학점,,,
대학,,,
특혜,,,
부정,,,
대표,,,
선출,,,
부정,,,
상속,,,
조사,,,
독일,,,
회사,,,
회사,,,
보유,,,
호텔,,,
세금,,,
지원,,,
조사해,,,
애,,,
관심,,,
왜,,,
하필,,,
정유,,,
입학,,,
때,,,
승마,,,
종목,,,
사람,,,
눈가,,,
리,,,
유라,,,
너희,,,
가정,,,
콩가루,,,
집안,,,
어디,,,
돈,,,
실력,,,
말,,,
기도,,,
실력,,,
로,,,
혐,,,
더,,,
교육,,,
개판,,,
저런,,,
이화여대,,,
이화여대,,,
원래,,,
학교,,,
정,,,
유라,,,
박근혜,,,
것,,,
정유,,,
라가,,,
돈,,,
실력,,,
니,,,
부모,,,
때,,,
사고방식,,,
박근혜,,,
과정,,,
오버,,,
랩,,,
박근혜,,,
발톱,,,
숨기,,,
정유,,,
라가,,,
생각,,,
거의,,,
것,,,
나향욱,,,
정유,,,
라나,,,
박근혜,,,
국민,,,
개,,,
돼지,,,
것,,,
이,,,
사회,,,
자,,,
기득권,,,
층,,,
전형,,,
사고,,,
범주,,,
박근혜,,,
제대로,,,
정,,,
유라,,,
똑바로,,,
항의,,,
제적,,,
면,,,
애마부인,,,
통,,,
뭔들,,,
사이비,,,
개헌,,,
나라,,,
헬조선,,,
모,,,
아침,,,
네이트뉴스,,,
보,,,
실력,,,
고등학교,,,
때,,,
평균,,,
중,,,
하위,,,
체전,,,
금메달,,,
때,,,
전체,,,
기여,,,
위,,,
그냥,,,
버스,,,
금메달,,,
고등학교,,,
출결,,,
개판,,,
제적,,,
처리,,,
엄마,,,
출동,,,
출결,,,
개판,,,
엄마,,,
출동,,,
고등학교,,,
때,,,
엄마,,,
출동,,,
대학,,,
이제,,,
수사,,,
시작,,,
모녀,,,
버러우,,,
측근,,,
버러우,,,
대학교,,,
레포트,,,
중학생,,,
수준,,,
교수,,,
과제,,,
삭,,,
저,,,
사임,,,
총장,,,
그늘,,,
밑,,,
졸업장,,,
클라스,,,
오,,,
레알,,,
핵,,,
노답,,,
시즌,,,
몇,,,
번,,,
단언컨대,,,
역대,,,
최강,,,
막장,,,
대통령,,,
스캔들,,,
시,,,
년,,,
보,,,
금,,,
다이아몬드,,,
둘럿,,,
박근혜,,,
최태민,,,
침대,,,
어케,,,
안기부,,,
사람,,,
참내,,,
여자,,,
말썽,,,
장본인,,,
사람,,,
해명,,,
듯말,,,
요즘,,,
뉴스,,,
나라,,,
꼴,,,
아주,,,
개차반,,,
쓰레기,,,
완전,,,
권력,,,
등,,,
진짜,,,
실력,,,
사람,,,
전부,,,
탈락,,,
승마,,,
특기,,,
생,,,
대학입학,,,
내,,,
대학입학,,,
던,,,
대체,,,
말,,,
사,,,
입학,,,
적,,,
체,,,
교수,,,
승마,,,
특기,,,
입학,,,
예나,,,
지금,,,
문제,,,
한겨례,,,
좀,,,
자제,,,
지난번,,,
서울대,,,
병원,,,
나,,,
얘기,,,
어쩜,,,
선동,,,
아마,,,
대한민국,,,
일인자,,,
언론,,,
사람,,,
좀,,,
학교,,,
머,,,
선수,,,
못,,,
것,,,
건,,,
능력,,,
못,,,
여자,,,
뭐,,,
유라,,,
넌,,,
인생,,,
아둥바둥,,,
우리,,,
얼마나,,,
개인,,,
신상,,,
공개,,,
어디,,,
가나,,,
모든,,,
언론,,,
수사,,,
느낌,,,
죄,,,
수사,,,
므,,,
관련,,,
법,,,
처벌,,,
것,,,
광화문,,,
준,,,
명문,,,
서강대,,,
전자공학,,,
분,,,
산화,,,
스,,,
함,,,
이대,,,
개,,,
망신,,,
핼미,,,
애,,,
미나,,,
애가,,,
불쌍타,,,
학대,,,
조사,,,
박근혜,,,
정,,,
유라,,,
더,,,
엉망,,,
그,,,
시절,,,
코로,,,
설렁탕,,,
시절,,,
빵떡,,,
사람,,,
멸시,,,
척,,,
혼자,,,
왜,,,
기어,,,
니,,,
돈,,,
행동,,,
독일,,,
기,,,
해명,,,
좀,,,
진짜,,,
양반,,,
완전,,,
배,,,
식이,,,
입국,,,
금지,,,
돈줄,,,
켜,,,
라나,,,
중졸,,,
캐,,,
검정고시,,,
진짜,,,
대박,,,
대박,,,
말,,,
학교,,,
말,,,
사람,,,
말,,,
그게,,,
기승위,,,
운동선수,,,
사가,,,
흠,,,
이,,,
아이,,,
입국,,,
금지,,,
유승준,,,
해,,,
한국,,,
유승준,,,
닮은꼴,,,
우리나라,,,
메달리스트,,,
운동,,,
선수,,,
모두,,,
실명,,,
조사,,,
대표,,,
훈련,,,
문제,,,
대회,,,
때,,,
메달,,,
메달,,,
무관심,,,
글,,,
말,,,
언론,,,
특검,,,
함,,,
걸레,,,
왜,,,
개인,,,
신상,,,
니,,,
만대,,,
기레기,,,
인권,,,
인권,,,
거리,,,
것,,,
애,,,
인권,,,
것,,,
인권,,,
타령,,,
리,,,
공주,,,
옇,,,
도대체,,,
끝,,,
어디,,,
보이지,,,
정상,,,
출석,,,
일수,,,
원정출산,,,
얘,,,
호강,,,
비리,,,
유라,,,
엄마,,,
유병언,,,
보시,,,
도피,,,
냄비,,,
언론,,,
특성,,,
다시,,,
로시,,,
매일,,,
비록,,,
사기,,,
삥,,,
돈,,,
수백,,,
자산,,,
가인,,,
양반,,,
사위,,,
폰,,,
팔이,,,
아이,,,
아빠,,,
이명박,,,
전형,,,
묵은지,,,
년,,,
아가리,,,
존나,,,
더,,,
진보,,,
뭐,,,
얘,,,
외할아버지,,,
여섯,,,
번,,,
결혼,,,
유라,,,
철퇴,,,
실,,,
철퇴,,,
말,,,
인간,,,
이,,,
정권,,,
악취,,,
때문,,,
비위,,,
토악질,,,
커버,,,
박근혜,,,
최,,,
실,,,
정말,,,
정유,,,
아빠,,,
정윤회,,,
인터뷰,,,
차량,,,
박명수,,,
타고,,,
인터넷,,,
차량,,,
외제차,,,
아이,,,
외제차,,,
로,,,
폼,,,
잡고,,,
공식,,,
모든,,,
학생,,,
날,,,
포함,,,
동안,,,
출석,,,
일수,,,
남짓,,,
거,,,
살,,,
임신,,,
살,,,
출산,,,
키,,,
대한민국,,,
공주,,,
부마,,,
누구,,,
박,,,
네마,,,
박,,,
네마,,,
권력,,,
진실,,,
거짓,,,
거짓,,,
도,,,
대한민국,,,
현,,,
박,,,
정부,,,
무엇,,,
이진실,,,
당,,,
박,,,
그네,,,
탄핵,,,
구속,,,
진실,,,
기전,,,
진실,,,
엄마,,,
내,,,
아빠,,,
누구,,,
정작,,,
승마,,,
무대,,,
유럽,,,
아시안,,,
게임,,,
메달,,,
그것,,,
개인,,,
전,,,
체전,,,
억,,,
말,,,
실력,,,
그,,,
정도,,,
뭘,,,
난리,,,
공주,,,
뭐,,,
진짜,,,
유럽,,,
공주,,,
이렇겐,,,
안,,,
말위,,,
앞뒤,,,
자세,,,
범,,,
상치,,,
누구,,,
위,,,
화대,,,
출신,,,
볼일,,,
쓰레기,,,
시궁창,,,
가라,,,
자,,,
자,,,
시간,,,
이명,,,
닭그네,,,
구속,,,
최,,,
실,,,
게이트,,,
구속,,,
기,,,
진짜,,,
비리,,,
졸도,,,
고교,,,
퇴,,,
미혼모,,,
교육,,,
집안,,,
이해,,,
돈,,,
사교육,,,
사교육,,,
머리,,,
얼마나,,,
꼴통,,,
답,,,
전국,,,
여자,,,
이대,,,
소나,,,
개,,,
문득,,,
연예인,,,
학교,,,
출석,,,
인정,,,
왜,,,
하관,,,
아줌마,,,
단체,,,
금메달,,,
고등학교,,,
출석,,,
패스,,,
대학교,,,
출석,,,
패스,,,
시험,,,
패스,,,
애,,,
승마,,,
공부,,,
안해,,,
프리,,,
패스,,,
대한민국,,,
왕,,,
공주,,,
민주주의,,,
위,,,
피,,,
눈물,,,
어디,,,
최,,,
실,,,
독일,,,
부동산,,,
가지,,,
이,,,
얼마,,,
이,,,
돈,,,
최씨,,,
땀,,,
번돈,,,
얼마나,,,
년,,,
말,,,
허기,,,
말,,,
애,,,
미도,,,
타고,,,
딸,,,
년도,,,
타고,,,
돈,,,
정돈,,,
차라리,,,
유학,,,
양파,,,
저,,,
최,,,
실,,,
딸내미,,,
똘기충,,,
금,,,
탯줄,,,
날라리,,,
뽕짝,,,
돌대가리,,,
란뜻,,,
이군,,,
모든,,,
특혜,,,
비리,,,
덩어리,,,
닭,,,
말,,,
공부,,,
안,,,
애마부인,,,
나,,,
자본주의,,,
국가,,,
능력,,,
뭐,,,
죄인,,,
것,,,
능력,,,
특기,,,
생,,,
학교,,,
정학,,,
저,,,
정도,,,
퇴학,,,
팔,,,
다리,,,
넌,,,
서러브레드,,,
종마,,,
주말,,,
더,,,
조만간,,,
얼굴,,,
말,,,
말,,,
뭐,,,
말,,,
경위,,,
대한민국,,,
얼굴,,,
모자이크,,,
좀,,,
고등학교,,,
졸업장,,,
취소,,,
바보,,,
김연아,,,
출석,,,
스케이트,,,
타지,,,
강호동,,,
씨름,,,
우리나라,,,
제대로,,,
일,,,
기관,,,
협회,,,
딸,,,
어머,,,
엄마,,,
나,,,
임신,,,
실,,,
얘,,,
이름,,,
애,,,
딸,,,
어디,,,
실,,,
독일,,,
넌,,,
이제,,,
유연,,,
유라,,,
딸,,,
역쉬,,,
엄마,,,
학교,,,
이대,,,
애기,,,
돈,,,
실력,,,
부모,,,
탓,,,
실력,,,
사기꾼,,,
부모,,,
실력,,,
부모,,,
결석,,,
애,,,
집,,,
교육,,,
부모,,,
애,,,
말타,,,
어디,,,
닭장,,,
피신,,,
진짜,,,
승마,,,
응,,,
허리,,,
운동,,,
학교,,,
번,,,
정말,,,
스무살,,,
아가씨,,,
공주,,,
것,,,
